exercise_id,source_language,target_language,direction,source_text,reference_translation,accepted_alternatives_json,jlpt_level,difficulty,topic_tags,situation_tags,grammar_tags,particle_tags,vocabulary_tags,kanji_tags,verb_tags,adjective_tags,counter_tags,register,communicative_function,tense_aspect,polarity,sentence_type,pedagogical_notes,ambiguity_notes,core_exercise,active,dataset_version
ESJA-N4-ORGANIC-202608-0454,es,ja,es_ja,Pensé en el futuro mientras caminaba por la costa.,海岸を歩きながら、将来のことを考えました。,[],N4,55,naturaleza|planes,paseo,nagara|noun_modification,を|ながら|の,海岸|歩く|将来|考える,海岸|歩|将来|考,歩く|考える,,,cortés,narrar_reflexion,pasado,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,false,true,5.0
JAES-N4-ORGANIC-202608-0455,ja,es,ja_es,一日中働いたので、足が痛くなりました。,"Como trabajé todo el día, me empezaron a doler los pies.",[],N4,61,trabajo|salud,cansancio,node_reason|ku_naru,ので|が,一日中|働く|足|痛い|なる,一日中|働|足|痛,働く|なる,痛い,,cortés,explicar_consecuencia,pasado,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,false,true,5.0
ESJA-N4-ORGANIC-202608-0455,es,ja,es_ja,"Como trabajé todo el día, me empezaron a doler los pies.",一日中働いたので、足が痛くなりました。,[],N4,61,trabajo|salud,cansancio,node_reason|ku_naru,ので|が,一日中|働く|足|痛い|なる,一日中|働|足|痛,働く|なる,痛い,,cortés,explicar_consecuencia,pasado,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,false,true,5.0
JAES-N4-ORGANIC-202608-0456,ja,es,ja_es,友達が合格して、私もとても嬉しかったです。,Mi amigo aprobó y yo también me alegré mucho.,[],N4,54,relaciones|estudio|emociones,resultado,te_sequence|i_adjective_past,が|も,友達|合格|私|嬉しい,友達|合格|私|嬉,合格する,嬉しい,,cortés,expresar_emocion,pasado,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,true,true,5.0
ESJA-N4-ORGANIC-202608-0456,es,ja,es_ja,Mi amigo aprobó y yo también me alegré mucho.,友達が合格して、私もとても嬉しかったです。,[],N4,54,relaciones|estudio|emociones,resultado,te_sequence|i_adjective_past,が|も,友達|合格|私|嬉しい,友達|合格|私|嬉,合格する,嬉しい,,cortés,expresar_emocion,pasado,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,true,true,5.0
JAES-N4-ORGANIC-202608-0457,ja,es,ja_es,知らない人に急に話しかけられて、少し驚きました。,Me sorprendí un poco cuando un desconocido me habló de repente.,[],N4,67,relaciones|comunicacion,calle,passive|te_sequence,に,知らない人|急に|話しかける|少し|驚く,知|人|急|話|驚,話しかける|驚く,,,cortés,relatar_experiencia,pasado,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,false,true,5.0
ESJA-N4-ORGANIC-202608-0457,es,ja,es_ja,Me sorprendí un poco cuando un desconocido me habló de repente.,知らない人に急に話しかけられて、少し驚きました。,[],N4,67,relaciones|comunicacion,calle,passive|te_sequence,に,知らない人|急に|話しかける|少し|驚く,知|人|急|話|驚,話しかける|驚く,,,cortés,relatar_experiencia,pasado,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,false,true,5.0
JAES-N4-ORGANIC-202608-0458,ja,es,ja_es,試験の結果を聞くまで、母はずっと心配していました。,Mi madre estuvo preocupada todo el tiempo hasta escuchar el resultado del examen.,[],N4,70,familia|estudio|emociones,espera,made|teiru_state,の|を|まで|は,試験|結果|聞く|母|ずっと|心配,試験|結果|聞|母|心配,聞く|心配する,,,cortés,describir_estado,pasado,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,false,true,5.0
ESJA-N4-ORGANIC-202608-0458,es,ja,es_ja,Mi madre estuvo preocupada todo el tiempo hasta escuchar el resultado del examen.,試験の結果を聞くまで、母はずっと心配していました。,[],N4,70,familia|estudio|emociones,espera,made|teiru_state,の|を|まで|は,試験|結果|聞く|母|ずっと|心配,試験|結果|聞|母|心配,聞く|心配する,,,cortés,describir_estado,pasado,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,false,true,5.0
JAES-N4-ORGANIC-202608-0459,ja,es,ja_es,説明を読んだら、使い方が少し分かりやすくなりました。,"Cuando leí la explicación, la forma de uso se volvió un poco más fácil de entender.",[],N4,64,tecnologia|estudio,manual,tara_conditional|yasui|ku_naru,を|が,説明|読む|使い方|少し|分かりやすい,説明|読|使|方|分,読む|分かる,分かりやすい,,cortés,explicar_cambio,pasado,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,false,true,5.0
ESJA-N4-ORGANIC-202608-0459,es,ja,es_ja,"Cuando leí la explicación, la forma de uso se volvió un poco más fácil de entender.",説明を読んだら、使い方が少し分かりやすくなりました。,[],N4,64,tecnologia|estudio,manual,tara_conditional|yasui|ku_naru,を|が,説明|読む|使い方|少し|分かりやすい,説明|読|使|方|分,読む|分かる,分かりやすい,,cortés,explicar_cambio,pasado,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,false,true,5.0
JAES-N4-ORGANIC-202608-0460,ja,es,ja_es,この坂を上がると、右に古い寺が見えます。,"Si subes esta cuesta, verás un templo antiguo a la derecha.",[],N4,60,viajes|orientacion|cultura,paseo,to_condition|potential_mieru,を|と|に|が,坂|上がる|右|古い|寺|見える,坂|上|右|古|寺|見,上がる|見える,古い,,cortés,dar_direccion,presente,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,false,true,5.0
ESJA-N4-ORGANIC-202608-0460,es,ja,es_ja,"Si subes esta cuesta, verás un templo antiguo a la derecha.",この坂を上がると、右に古い寺が見えます。,[],N4,60,viajes|orientacion|cultura,paseo,to_condition|potential_mieru,を|と|に|が,坂|上がる|右|古い|寺|見える,坂|上|右|古|寺|見,上がる|見える,古い,,cortés,dar_direccion,presente,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,false,true,5.0
JAES-N4-ORGANIC-202608-0461,ja,es,ja_es,電気代が高いので、使わない部屋の電気を消すことにしました。,"Como la factura de la luz está alta, decidí apagar la luz de las habitaciones que no uso.",[],N4,72,hogar|medio_ambiente,ahorro,node_reason|koto_ni_suru|relative_clause,が|ので|の|を,電気代|高い|使う|部屋|電気|消す,電気代|高|使|部屋|電気|消,使う|消す,高い,,cortés,explicar_decision,pasado,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,true,true,5.0
ESJA-N4-ORGANIC-202608-0461,es,ja,es_ja,"Como la factura de la luz está alta, decidí apagar la luz de las habitaciones que no uso.",電気代が高いので、使わない部屋の電気を消すことにしました。,[],N4,72,hogar|medio_ambiente,ahorro,node_reason|koto_ni_suru|relative_clause,が|ので|の|を,電気代|高い|使う|部屋|電気|消す,電気代|高|使|部屋|電気|消,使う|消す,高い,,cortés,explicar_decision,pasado,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,true,true,5.0
JAES-N4-ORGANIC-202608-0462,ja,es,ja_es,安全のために、交差点では自転車を降りなければなりません。,"Por seguridad, hay que bajarse de la bicicleta en el cruce.",[],N4,73,transporte|normas,calle,tame_ni|nakereba_naranai,の|ために|では|を,安全|交差点|自転車|降りる,安全|交差点|自転車|降,降りる,,,cortés,expresar_norma,presente,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,false,true,5.0
ESJA-N4-ORGANIC-202608-0462,es,ja,es_ja,"Por seguridad, hay que bajarse de la bicicleta en el cruce.",安全のために、交差点では自転車を降りなければなりません。,[],N4,73,transporte|normas,calle,tame_ni|nakereba_naranai,の|ために|では|を,安全|交差点|自転車|降りる,安全|交差点|自転車|降,降りる,,,cortés,expresar_norma,presente,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,false,true,5.0
JAES-N4-ORGANIC-202608-0463,ja,es,ja_es,カーテンを替えたら、部屋が明るくなりました。,"Al cambiar las cortinas, la habitación se volvió más luminosa.",[],N4,57,hogar|cambios,decoracion,tara|ku_naru,を|が,カーテン|替える|部屋|明るい|なる,替|部屋|明,替える|なる,明るい,,cortés,describir_cambio,pasado,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,false,true,5.0
ESJA-N4-ORGANIC-202608-0463,es,ja,es_ja,"Al cambiar las cortinas, la habitación se volvió más luminosa.",カーテンを替えたら、部屋が明るくなりました。,[],N4,57,hogar|cambios,decoracion,tara|ku_naru,を|が,カーテン|替える|部屋|明るい|なる,替|部屋|明,替える|なる,明るい,,cortés,describir_cambio,pasado,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,false,true,5.0
JAES-N4-ORGANIC-202608-0464,ja,es,ja_es,赤ちゃんが寝ている間は、大きな声で話さないでください。,"Mientras el bebé duerme, no hables en voz alta.",[],N4,68,familia|hogar|normas,cuidado,aida|negative_request,が|間|は|で,赤ちゃん|寝る|間|大きな声|話す,赤|寝|間|大|声|話,寝る|話す,大きな,,cortés,pedir_cuidado,presente,negativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,false,true,5.0
ESJA-N4-ORGANIC-202608-0464,es,ja,es_ja,"Mientras el bebé duerme, no hables en voz alta.",赤ちゃんが寝ている間は、大きな声で話さないでください。,[],N4,68,familia|hogar|normas,cuidado,aida|negative_request,が|間|は|で,赤ちゃん|寝る|間|大きな声|話す,赤|寝|間|大|声|話,寝る|話す,大きな,,cortés,pedir_cuidado,presente,negativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,false,true,5.0
JAES-N4-ORGANIC-202608-0465,ja,es,ja_es,番組が始まる前に、飲み物を用意しておきます。,"Antes de que empiece el programa, dejaré preparadas las bebidas.",[],N4,59,ocio|hogar,television,mae_ni|te_oku,が|前に|を,番組|始まる|前|飲み物|用意,番組|始|前|飲|物|用意,始まる|用意する,,,cortés,preparar_accion,futuro,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,false,true,5.0
ESJA-N4-ORGANIC-202608-0465,es,ja,es_ja,"Antes de que empiece el programa, dejaré preparadas las bebidas.",番組が始まる前に、飲み物を用意しておきます。,[],N4,59,ocio|hogar,television,mae_ni|te_oku,が|前に|を,番組|始まる|前|飲み物|用意,番組|始|前|飲|物|用意,始まる|用意する,,,cortés,preparar_accion,futuro,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,false,true,5.0
JAES-N4-ORGANIC-202608-0466,ja,es,ja_es,アルバイトをしながら、日本語学校に通っています。,Asisto a una escuela de japonés mientras trabajo a tiempo parcial.,[],N4,63,trabajo|estudio,rutina,nagara|teiru_habit,を|ながら|に,アルバイト|日本語学校|通う,日本語学校|通,通う,,,cortés,describir_habito,presente,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,true,true,5.0
ESJA-N4-ORGANIC-202608-0466,es,ja,es_ja,Asisto a una escuela de japonés mientras trabajo a tiempo parcial.,アルバイトをしながら、日本語学校に通っています。,[],N4,63,trabajo|estudio,rutina,nagara|teiru_habit,を|ながら|に,アルバイト|日本語学校|通う,日本語学校|通,通う,,,cortés,describir_habito,presente,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,true,true,5.0
JAES-N4-ORGANIC-202608-0467,ja,es,ja_es,会場に着いたら、受付で名前を言ってください。,"Cuando llegues al recinto, di tu nombre en recepción.",[],N4,56,eventos|servicios,entrada,tara|te_kudasai,に|で|を,会場|着く|受付|名前|言う,会場|着|受付|名前|言,着く|言う,,,cortés,dar_instrucciones,futuro,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,false,true,5.0
ESJA-N4-ORGANIC-202608-0467,es,ja,es_ja,"Cuando llegues al recinto, di tu nombre en recepción.",会場に着いたら、受付で名前を言ってください。,[],N4,56,eventos|servicios,entrada,tara|te_kudasai,に|で|を,会場|着く|受付|名前|言う,会場|着|受付|名前|言,着く|言う,,,cortés,dar_instrucciones,futuro,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,false,true,5.0
JAES-N4-ORGANIC-202608-0468,ja,es,ja_es,この鏡は割れやすいので、箱に入れて運びましょう。,"Este espejo se rompe fácilmente, así que llevémoslo dentro de una caja.",[],N4,69,hogar|servicios,mudanza,yasui|node_reason|mashou,は|ので|に,鏡|割れる|箱|入れる|運ぶ,鏡|割|箱|入|運,割れる|入れる|運ぶ,,,cortés,proponer_cuidado,presente,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,false,true,5.0
ESJA-N4-ORGANIC-202608-0468,es,ja,es_ja,"Este espejo se rompe fácilmente, así que llevémoslo dentro de una caja.",この鏡は割れやすいので、箱に入れて運びましょう。,[],N4,69,hogar|servicios,mudanza,yasui|node_reason|mashou,は|ので|に,鏡|割れる|箱|入れる|運ぶ,鏡|割|箱|入|運,割れる|入れる|運ぶ,,,cortés,proponer_cuidado,presente,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,false,true,5.0
JAES-N4-ORGANIC-202608-0469,ja,es,ja_es,悲しい映画なのに、最後は少し安心しました。,"Aunque era una película triste, al final me sentí un poco aliviado.",[],N4,65,ocio|emociones,cine,noni_contrast|na_no_ni,なのに|は,悲しい|映画|最後|少し|安心,悲|映画|最後|少|安心,安心する,悲しい,,cortés,expresar_contraste,pasado,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,false,true,5.0
ESJA-N4-ORGANIC-202608-0469,es,ja,es_ja,"Aunque era una película triste, al final me sentí un poco aliviado.",悲しい映画なのに、最後は少し安心しました。,[],N4,65,ocio|emociones,cine,noni_contrast|na_no_ni,なのに|は,悲しい|映画|最後|少し|安心,悲|映画|最後|少|安心,安心する,悲しい,,cortés,expresar_contraste,pasado,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,false,true,5.0
JAES-N4-ORGANIC-202608-0470,ja,es,ja_es,案内のメールに地図が付いているかどうか確認してください。,Comprueba si el correo de información lleva un mapa adjunto.,[],N4,71,servicios|tecnologia,correo,ka_douka|te_kudasai,の|に|が,案内|メール|地図|付く|確認,案内|地図|付|確認,付く|確認する,,,cortés,pedir_confirmacion,presente,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,false,true,5.0
ESJA-N4-ORGANIC-202608-0470,es,ja,es_ja,Comprueba si el correo de información lleva un mapa adjunto.,案内のメールに地図が付いているかどうか確認してください。,[],N4,71,servicios|tecnologia,correo,ka_douka|te_kudasai,の|に|が,案内|メール|地図|付く|確認,案内|地図|付|確認,付く|確認する,,,cortés,pedir_confirmacion,presente,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,false,true,5.0
JAES-N4-ORGANIC-202608-0471,ja,es,ja_es,味が薄かったら、少ししょうゆを入れてもいいですよ。,"Si el sabor está suave, puedes añadir un poco de salsa de soja.",[],N4,58,comida|cocina,cocina,tara|te_mo_ii,が|を,味|薄い|少し|しょうゆ|入れる,味|薄|少|入,入れる,薄い,,cortés,dar_permiso,presente,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,true,true,5.0
ESJA-N4-ORGANIC-202608-0471,es,ja,es_ja,"Si el sabor está suave, puedes añadir un poco de salsa de soja.",味が薄かったら、少ししょうゆを入れてもいいですよ。,[],N4,58,comida|cocina,cocina,tara|te_mo_ii,が|を,味|薄い|少し|しょうゆ|入れる,味|薄|少|入,入れる,薄い,,cortés,dar_permiso,presente,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,true,true,5.0
JAES-N4-ORGANIC-202608-0472,ja,es,ja_es,この店は込んでいますが、料理が出るのは早いです。,"Esta tienda está llena, pero la comida sale rápido.",[],N4,61,comida|servicios,restaurante,ga_contrast|nominalizer_no,は|が|の,店|込む|料理|出る|早い,店|込|料理|出|早,込む|出る,早い,,cortés,contrastar_servicio,presente,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,false,true,5.0
ESJA-N4-ORGANIC-202608-0472,es,ja,es_ja,"Esta tienda está llena, pero la comida sale rápido.",この店は込んでいますが、料理が出るのは早いです。,[],N4,61,comida|servicios,restaurante,ga_contrast|nominalizer_no,は|が|の,店|込む|料理|出る|早い,店|込|料理|出|早,込む|出る,早い,,cortés,contrastar_servicio,presente,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,false,true,5.0
JAES-N4-ORGANIC-202608-0473,ja,es,ja_es,アナウンサーの話し方をまねして、発音を練習しています。,Estoy practicando la pronunciación imitando la forma de hablar del presentador.,[],N4,74,estudio|medios,pronunciacion,te_sequence|teiru_progressive,の|を,アナウンサー|話し方|まね|発音|練習,話|方|発音|練習,まねする|練習する,,,cortés,describir_estudio,progresivo,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,false,true,5.0
ESJA-N4-ORGANIC-202608-0473,es,ja,es_ja,Estoy practicando la pronunciación imitando la forma de hablar del presentador.,アナウンサーの話し方をまねして、発音を練習しています。,[],N4,74,estudio|medios,pronunciacion,te_sequence|teiru_progressive,の|を,アナウンサー|話し方|まね|発音|練習,話|方|発音|練習,まねする|練習する,,,cortés,describir_estudio,progresivo,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,false,true,5.0
JAES-N4-ORGANIC-202608-0474,ja,es,ja_es,気分が悪くなったら、すぐ先生に知らせてください。,"Si te encuentras mal, avisa enseguida al profesor.",[],N4,67,salud|estudio,clase,tara|ku_naru|te_kudasai,が|に,気分|悪い|すぐ|先生|知らせる,気分|悪|先生|知,知らせる,悪い,,cortés,dar_instrucciones,futuro,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,false,true,5.0
ESJA-N4-ORGANIC-202608-0474,es,ja,es_ja,"Si te encuentras mal, avisa enseguida al profesor.",気分が悪くなったら、すぐ先生に知らせてください。,[],N4,67,salud|estudio,clase,tara|ku_naru|te_kudasai,が|に,気分|悪い|すぐ|先生|知らせる,気分|悪|先生|知,知らせる,悪い,,cortés,dar_instrucciones,futuro,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,false,true,5.0
JAES-N4-ORGANIC-202608-0475,ja,es,ja_es,この資料は大切なので、なくさないようにしてください。,"Como este documento es importante, procura no perderlo.",[],N4,60,trabajo|estudio,documentos,node_reason|you_ni_suru,は|なので,資料|大切|なくす|ください,資料|大切,なくす,大切,,cortés,pedir_cuidado,presente,negativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,false,true,5.0
ESJA-N4-ORGANIC-202608-0475,es,ja,es_ja,"Como este documento es importante, procura no perderlo.",この資料は大切なので、なくさないようにしてください。,[],N4,60,trabajo|estudio,documentos,node_reason|you_ni_suru,は|なので,資料|大切|なくす|ください,資料|大切,なくす,大切,,cortés,pedir_cuidado,presente,negativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,false,true,5.0
JAES-N4-ORGANIC-202608-0476,ja,es,ja_es,帰りにスーパーへ寄ってから、夕飯を作ります。,De vuelta pasaré por el supermercado y luego prepararé la cena.,[],N4,57,vida_diaria|comida,recados,te_kara|sequence,に|へ|から|を,帰り|スーパー|寄る|夕飯|作る,帰|夕飯|作,寄る|作る,,,cortés,explicar_secuencia,futuro,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,true,true,5.0
ESJA-N4-ORGANIC-202608-0476,es,ja,es_ja,De vuelta pasaré por el supermercado y luego prepararé la cena.,帰りにスーパーへ寄ってから、夕飯を作ります。,[],N4,57,vida_diaria|comida,recados,te_kara|sequence,に|へ|から|を,帰り|スーパー|寄る|夕飯|作る,帰|夕飯|作,寄る|作る,,,cortés,explicar_secuencia,futuro,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,true,true,5.0
JAES-N4-ORGANIC-202608-0477,ja,es,ja_es,科学の本を読んでみたら、思ったより面白かったです。,Probé a leer un libro de ciencia y fue más interesante de lo que pensaba.,[],N4,66,estudio|ocio,lectura,te_miru|tara|yori,の|を|より,科学|本|読む|思う|面白い,科学|本|読|思|面白,読む|思う,面白い,,cortés,relatar_descubrimiento,pasado,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,false,true,5.0
ESJA-N4-ORGANIC-202608-0477,es,ja,es_ja,Probé a leer un libro de ciencia y fue más interesante de lo que pensaba.,科学の本を読んでみたら、思ったより面白かったです。,[],N4,66,estudio|ocio,lectura,te_miru|tara|yori,の|を|より,科学|本|読む|思う|面白い,科学|本|読|思|面白,読む|思う,面白い,,cortés,relatar_descubrimiento,pasado,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,false,true,5.0
JAES-N4-ORGANIC-202608-0478,ja,es,ja_es,倍の値段でも、安全な物を選ぶつもりです。,"Aunque cueste el doble, pienso elegir un producto seguro.",[],N4,72,compras|seguridad,decision,temo_concession|tsumori,の|でも|を,倍|値段|安全|物|選ぶ|つもり,倍|値段|安全|物|選,選ぶ,安全,,cortés,expresar_intencion,futuro,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,false,true,5.0
ESJA-N4-ORGANIC-202608-0478,es,ja,es_ja,"Aunque cueste el doble, pienso elegir un producto seguro.",倍の値段でも、安全な物を選ぶつもりです。,[],N4,72,compras|seguridad,decision,temo_concession|tsumori,の|でも|を,倍|値段|安全|物|選ぶ|つもり,倍|値段|安全|物|選,選ぶ,安全,,cortés,expresar_intencion,futuro,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,false,true,5.0
JAES-N4-ORGANIC-202608-0479,ja,es,ja_es,このアプリを使うと、単語の復習が続けやすくなります。,"Si usas esta aplicación, repasar vocabulario se vuelve más fácil de mantener.",[],N4,64,tecnologia|estudio,app,to_condition|yasui|ku_naru,を|と|の|が,アプリ|使う|単語|復習|続ける,使|単語|復習|続,使う|続ける,続けやすい,,cortés,explicar_utilidad,presente,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,false,true,5.0
ESJA-N4-ORGANIC-202608-0479,es,ja,es_ja,"Si usas esta aplicación, repasar vocabulario se vuelve más fácil de mantener.",このアプリを使うと、単語の復習が続けやすくなります。,[],N4,64,tecnologia|estudio,app,to_condition|yasui|ku_naru,を|と|の|が,アプリ|使う|単語|復習|続ける,使|単語|復習|続,使う|続ける,続けやすい,,cortés,explicar_utilidad,presente,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,false,true,5.0
JAES-N4-ORGANIC-202608-0480,ja,es,ja_es,会話の練習中に間違えても、すぐ直せば大丈夫です。,"Durante la práctica de conversación, aunque te equivoques, está bien si corriges enseguida.",[],N4,75,estudio|comunicacion,clase,temo|ba_condition,の|中に|ても|ば,会話|練習中|間違える|すぐ|直す|大丈夫,会話|練習中|間違|直|大丈夫,間違える|直す,,,cortés,animar_correccion,presente,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,false,true,5.0
ESJA-N4-ORGANIC-202608-0480,es,ja,es_ja,"Durante la práctica de conversación, aunque te equivoques, está bien si corriges enseguida.",会話の練習中に間違えても、すぐ直せば大丈夫です。,[],N4,75,estudio|comunicacion,clase,temo|ba_condition,の|中に|ても|ば,会話|練習中|間違える|すぐ|直す|大丈夫,会話|練習中|間違|直|大丈夫,間違える|直す,,,cortés,animar_correccion,presente,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,false,true,5.0
